JobId,BenefitId,BenefitValue
1895892,2,"Được hưởng đầy đủ các chính sách BHXH, BHYT, các chế độ phúc lợi khác theo đúng quy định của Luật lao động và các chế độ đãi ngộ của Tổng Công ty.
Khám sức khỏe định kỳ.
Chế độ Bảo hiểm sức khỏe toàn diện."
1895892,3,Chế độ nghỉ mát hàng năm.
1895892,10,Tham gia các sự kiện của Tổng Công ty.
1895892,15,"Phụ cấp ăn trưa, phụ cấp xăng xe, điện thoại, độc hại.
Các chế độ khác theo quy định của Tổng Công ty."
1895954,1,Atractive salary
1895954,10,Great Career Development
1896006,1,"13th, KPI bonus, and other allowances"
1896006,2,Bảo hiểm Sức khỏe Premium
1896006,11,Tuyến Thủ Đức & Tuyến Gò Vấp
1896057,1,13th salary commitment
1896057,2,Premium healthcare
1896057,4,Training and development program
1893336,1,13th-month bonus + yearly performance bonus + annual salary appraisal
1893336,2,Premium health insurance for employee + 2 family members
1893336,3,16++ days of paid leave per year
1878555,15,To be discussed in the interview
1899331,1,Thu nhập hấp dẫn (Mức lương cơ bản cao + thưởng hiệu quả công việc)
1899331,2,"Đóng BHXH, BHYT, BHTN và hưởng các chế độ theo quy định của Nhà nước"
1899331,4,Đào tạo
1899331,9,Nghỉ mát
1899331,10,"Môi trường làm việc chuyên nghiệp, trẻ trung, năng động."
1899333,2,"Đóng BHXH, BHYT, BHTN sau 01 tháng thử việc và hưởng các chế độ theo quy định của Nhà nước"
1899333,9,Chế độ nghỉ mát
1899333,12,Được hỗ trợ ăn trưa
1899162,1,"Thưởng theo thành tích công việc
Thưởng lễ, tết theo quy định của công ty"
1899162,2,Đóng BHXH ngay sau khi chuyển chính thức
1899162,12,"Trợ cấp ăn trưa, gửi xe, phụ cấp khác theo quy định của Công ty"
1899319,2,"Social, Medical & Unemployment Insurance as required by the Local Law"
1899319,4,On the job training to perform job assignments
1899319,10,"A collaborative, team-oriented work environment."
1899319,15,Opportunity to relocate and work in Sydney for the right candidate
1904409,1,"Thưởng vào các dịp Lễ Tết (1/1, 1/5, 2/9,...)"
1904409,2,"Được tham gia đầy đủ BHYT, BHXH, BHTN theo quy định."
1904409,3,"Phép năm, sinh nhật cá nhân."
1904409,4,"Cơ hội đào tạo, phát triển và thăng tiến."
1904409,10,"Được tham gia các hoạt động team building, sinh hoạt văn hoá,..."
1904409,15,"Thu nhập: từ 12-20tr
Môi trường làm việc chuyên nghiệp và thân thiện."
1904410,2,"BHXH, BHYT, BHTN theo quy định."
1904410,4,Tham gia các khóa đào tạo nội bộ nâng cao năng lực và kỹ năng.
1904410,10,"Nghỉ mát, hoạt động gắn kết, team building."
1904408,1,"Competitive salary, bonus, and benefit policies (Annual salary increase, 13th month salary, Tet bonus, Holiday bonus, vacation, wedding allowance, childbirth,…)"
1904408,4,Trained and developed professionally
1904322,1,"Thu nhập: gồm lương + Phụ cấp chi phí đi lại, điện thoại+ Thưởng chỉ tiêu doanh số, hoa hồng, ..."
1904322,2,"Ký HĐLĐ chính thức với đầy đủ BHYT, BHXH, BHTN theo đúng quy định của nhà nước"
1904322,3,"Được nghỉ các ngày lễ, Tết theo quy định của Nhà nước…"
1904394,1,"Ngày Lễ, thưởng năm từ 2.0 tháng trở lên/Public holidays, Annual bonus fr 2.0 of monthly salary & up"
1904394,2,"BHXH, BH tai nạn cá nhân, BH chăm sóc sức khỏe/ Social Ins, P. Accident Ins, Health Care Insurance"
1904394,15,Điều chỉnh & Tăng lương hàng năm/ Annual salary adjustment & increase
1904398,1,"Bảo hiễm, HĐ, thưởng AOP"
1904401,1,~ 02 months of salary /year
1904401,5,"Review Salary Yearly, 2 working years +01 annual leave"
1904401,10,Incentive: based on business performance of the company
1890088,1,"Thưởng các ngày lễ, tết"
1890088,2,Chế độ BHXH - BHYT - BHTN theo quy định của Nhà nước
1890088,3,"Hưởng đầy đủ các chế độ: Nghỉ lễ, tết, phép năm, hiếu hỷ"
1890088,15,"Làm việc trong một môi trường thân thiện
Tăng lương theo năng lực làm việc"
1904391,1,"- Thưởng Tháng 13
- Thưởng Hiệu quả kinh doanh"
1904391,2,- Khám sức khỏe định kỳ
1904391,3,- 12 ngày phép/năm và được hoàn tiền các ngày phép chưa sử dụng
1904391,9,- Hoạt động team building
1904391,11,"- Xe đưa đón từ Q.Tân Bình, HCM qua các tuyến Trường Chinh, Hoc Môn, Q12"
1904391,12,"- Cơm trưa nhà máy
- Cơm ca đêm"
1904391,15,- Hỗ trợ chi phí mua bảo hiểm nhân thọ MB Ageas cho nhân viên gắn bó
1904399,1,Bonus
1904399,5,Awards
1904399,9,Others
1904390,1,Bonus salary upon completion of the contract
1904390,2,Assistance and provision of Stay Permit in Vietnam
1904390,12,Free lunch at school
1904390,15,Flight allowance per contractual year
1904386,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904386,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904386,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904385,1,Thu nhập hấp dẫn (Thỏa thuận theo năng lực)
1904385,3,Tham gia BHXH theo quy định
1904385,15,"Hưởng các chế độ phúc lợi theo quy định của Công ty (tháng lương 13, thưởng lễ Tết, sinh nhật,..."
1904384,15,"Competitive salary
Social insurance, 12 annual leave days, 11 Tet & public holidays
Have good opportunities of learning, enhancing skills and development
Lunch provided by the Company, ovt meal allowance & ovt pay
13th month bonus & annual pay rise"
1904379,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904379,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904379,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904378,1,Annual performance bonus
1904378,2,Premium healthcare insurance
1904378,4,Continuous training programme
1904376,5,Align with the local Lean rewards & recognition program
1904376,15,Encourage risk taking and experimentation using the scientific method
1904274,1,Thu nhập thỏa thuận khi phỏng vấn
1904274,2,"BHXH, các chế độ khác theo quy định của Luật Lao Động hiện hành"
1904274,15,Chính sách - Phúc lợi riêng của công ty
1904374,1,"- Thưởng cuối năm : Bình quân 2~2.5 tháng tùy theo tình hình kinh doanh
- BHXH full lương
- Du lịch 1 lần/ năm, Teambuiding, Happy hour
- Điều chỉnh lương hằng năm
- Thưởng các ngày lễ, đào tạo trong và ngoài nước"
1904370,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904370,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904370,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904291,1,10% incentive based on new sales profit
1904291,2,"Social insurance, health insurance, and employment insurance as regulated by Vietnamese law"
1904291,3,Meals allowance 35k/day
1904291,12,"Meal allowance of VND 35,000 per meal"
1904372,1,Based on Company's policy
1904372,7,Based on Company's policy
1904372,10,Based on Company's policy
1904368,1,Yearly Bonus
1904368,2,24/7 Health Insurance
1904368,4,Soft skill and hard skill training
1904364,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904364,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904364,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904365,1,Attractive Benefit Package + Yearly Performance Bonus
1904365,2,Company Healthcare Package
1904365,4,Training and Development Opportunities
1904362,1,"Thường Lễ Tết, theo đánh giá hiệu quả công việc"
1904362,4,Cơ hội đào tạo chuyên sâu
1904362,15,Tăng lương theo định kỳ
1890053,1,"Competitive salary, health insurance covered for employee and dependents"
1890053,4,Receiving training opportunities including many technical seminars and soft skill training courses
1890053,15,Good opportunity for promotion through regular performance review system
1904279,2,Health care for Employee and the family
1904279,3,14 annual leave/ year
1904279,4,"Company provides internal training, compulsory insurances after training period in accordance with t"
1890048,1,"Competitive salary, health insurance covered for employee and dependents"
1890048,4,Receiving training opportunities including many technical seminars and soft skill training courses
1890048,15,Good opportunity for promotion through regular performance review system
1890069,1,"Competitive salary, health insurance covered for employee and dependents"
1890069,4,Receiving training opportunities including many technical seminars and soft skill training courses
1890069,15,Good opportunity for promotion through regular performance review system
1890073,3,Up to 15 annual days leave in a year.
1890073,10,"International and professional working environment, long-term and growing career path."
1890073,15,Work-from-home policy and allowance
1904257,1,"BHXH, BHYT, BHTN, thưởng lễ, tết, lương tháng thứ 13, sinh nhật, hiếu; hỉ, nghỉ mát hàng năm…"
1904257,4,"Môi trường làm việc chuyên nghiệp, trẻ trung, đồng nghiệp vui vẻ,thân thiện"
1904257,15,"Được đào tạo, hướng dẫn để nhanh chóng nắm bắt công việc"
1904353,1,KPI Bonus
1904353,2,Health Insurance
1904353,7,team activities
1904347,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904347,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904347,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904349,1,thu nhập 9-12 triệu
1904349,2,"Thử việc 1 tháng, đóng BHXH theo quy định công ty."
1904349,3,Tham gia chương trình đào tạo và các khóa học nâng cao chuyên môn
1904270,1,Thu nhập cạnh tranh
1904270,2,"Hưởng đầy đủ các quyền lợi theo quy định của luật: phép năm, bảo hiểm, thưởng 13…"
1904270,9,Du lịch mỗi năm 1 lần
1902509,1,"Các phụ cấp theo quy định của Luật Lao động và Tập đoàn.
Lộ trình đào tạo rõ ràng và cơ hội thăng tiến cao"
1902509,2,"Được tham gia đầy đủ các chế độ BHXH, BHYT, BHTN 24/24 và Bảo hiểm cho người thân.
Khám sức khỏe định kì hằng năm."
1902509,9,"Du lịch, team building hằng năm"
1902322,2,Extended insurance for individual
1902322,3,Annual leaves provided (12 days/year)
1902322,7,Company laptop provided
1885976,2,"From entry-level employees to country leaders, you’re all eligible for competitive and comprehensive Medical Insurance. Our medical insurance covers you and your dependents, ensuring access to quality healthcare national wide."
1885976,3,"At CCBV, every employee receives the competitive leave policy with 18 days/year. We believe that each employee always has time to regenerate mental energy to be refreshed and healthy."
1885976,15,"Flexible Benefits. We embrace the uniqueness of each employee. With our flexible benefits, the employee can tailor their benefits to match their priority and maximize the impact."
1895895,1,"Được thưởng nhân dịp các ngày lễ, tết, lương tháng 13 theo quy định của công ty"
1895895,2,Được đóng bảo hiểm đầy đủ theo quy định của nhà nước
1895895,3,"Được hưởng chế độ nghỉ lễ tết, nghỉ phép…theo quy định của nhà nước"
1895895,4,"Được xét tăng lương định kỳ, thăng tiến theo năng lực và hiệu quả công việc thực tế
Được đào tạo nâng cao chuyên môn thường xuyên"
1895895,10,"Được làm việc trong một môi trường nhân sự trẻ, thân thiện, chuyên nghiệp"
1895895,11,Có xe đưa đón khi đi công tác
1895895,15,"Thu nhập: Thỏa thuận
Cơ hội phát triển sự nghiệp bền vững, phát triển các mối quan hệ mới"
1895944,1,"Lương tháng 13, thưởng vào các dịp lễ tết hàng năm"
1895944,2,Khám sức khỏe định kì hàng năm
1895944,3,Một năm có 12 ngày phép
1881949,1,"Lương tháng 13, thưởng vào các dịp lễ tết hàng năm"
1881949,2,Khám sức khỏe định kì hàng năm
1881949,3,Một năm có 12 ngày phép
1895817,1,Lương cực kỳ hấp dẫn
1895817,2,"Được tham gia BHXH, BHYT, BHTN và hưởng mọi chế độ quyền lợi theo quy định"
1895817,15,"Thưởng lương tháng 13, Thưởng các ngày lễ, tết, sinh nhật,..."
1895933,1,"Thưởng tháng 13, thưởng Tết"
1895933,7,Cung cấp laptop
1895933,11,Xe đưa rước
1895933,12,"Miễn phí ăn trưa, ăn tăng ca"
1895924,1,Annually
1895924,2,Health Insurance
1895924,11,Daily
1895924,12,Dailly
1899246,1,"Thu nhập: 20.000.000 – 35.000.000 + Thưởng
Chế độ sinh nhật, hiếu, hỷ,.. Thưởng lễ, tết đầy đủ"
1899246,2,Được đóng BHXH khi hết thời gian thử việc
1899246,7,"Được trang bị đầy đủ thiết bị, dụng cụ làm việc"
1899246,15,"Được làm việc trong môi trường trẻ chung, năng động, có cơ hội phát triển bản thân
Lộ trình thăng tiến rõ ràng
Được tham gia và hưởng đầy đủ chế độ Công đoàn
Được sử dụng và mua sản phẩm của Công ty với giá ưu đãi"
1899226,1,"13th month salary, Personal Incentive Bonus"
1899226,11,Free Bus
1899226,15,Domitory
1899206,9,"Đi du lịch, nghỉ mát hàng năm cùng Công ty"
1899206,15,Lương thử việc + Hoa hồng hấp dẫn.
1899278,1,"Mức thu nhập hấp dẫn (lương cứng + thưởng + phụ cấp), chế độ khen thưởng xứng đáng với hiệu quả công"
1899278,2,"Đóng BHXH, BHYT theo bộ luât lao động. Chế độ nghỉ lễ, tết."
1899278,5,"Trợ cấp ăn trưa, nhà trọ, phụ cấp tiền xăng, tiền chuyên cần, chấp hành nội quy"
1899216,2,Được đóng BHXH khi hết thời gian thử việc
1899216,7,Được trang bị đầy đủ máy tính làm việc
1899216,10,"Được tham gia teambluding, nghỉ mát,….. thường xuyên."
1899216,15,"Tổng thu nhập: 25.000.000 - 35.000.000 vnđ
Thời gian làm việc 7,5h/ngày: từ 8h-11h45, 13h15-17h, từ thứ 2 đến sáng thứ 7
Được hưởng đầy đủ quyền lợi, theo chính sách của nhà nước.
Được làm việc trong môi trường trẻ chung, năng động."
1899224,1,"13th month salary, Personal Incentive Bonus"
1899224,11,Free Bus
1899224,15,Domitory
1899232,2,Được đóng BHXH khi hết thời gian thử việc
1899232,7,Được trang bị đầy đủ máy tính làm việc
1899232,10,"Được tham gia teambluding, nghỉ mát,….. thường xuyên."
1899232,15,"Tổng thu nhập: 17.000.000 - 22.000.000 đồng
Thời gian làm việc 7,5h/ngày: từ 8h-11h45, 13h15-17h, từ thứ 2 đến sáng thứ 7
Được hưởng đầy đủ quyền lợi, theo chính sách của nhà nước.
Được làm việc trong môi trường trẻ chung, năng động."
1899208,1,Mức lương theo thoả thuận - tối thiểu 10 triệu + lương tháng 13 + lương theo hiệu quả công việc.
1899208,2,"Đầy đủ chế độ theo luật lao động (Phép năm; BHXH; BHTN, BHYT...)"
1899208,3,"Chế độ nghỉ phép năm, nghỉ mát, Thưởng các ngày lễ tết,…."
1899208,4,"Có cơ hội được đào tạo chuyên môn, nghiệp vụ ở trong nước và nước ngoài dựa trên năng lực và thâm niên công tác."
1904345,1,According to Company's policy
1904345,2,According to Company's policy
1904345,5,According to Company's policy
1904341,1,"13th month salary, performance bonus"
1904341,2,Premium healthcare insurance
1904255,1,Base salary * 12 months + Bonus for 13th Month
1904255,2,Insurance contribution
1904255,3,Annual leave follows local labor code
1904255,5,"Oversea training opportunity, dynamic workplace, outing activities...."
1904255,15,Base Salary to be negotiated
1904339,1,"* Mức lương cạnh tranh (chi tiết sẽ được thảo luận trong buổi phỏng vấn).
* 13 ngày nghỉ phép linh hoạt.
* Bảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE dành cho ABBANKERS.
* Lãi suất vay ưu đãi dành riêng cho CBNV."
1904339,4,"* Gia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng.
* Lộ trình phát triển sự nghiệp rõ ràng.
* Hỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính."
1904339,15,"* Mô hình làm việc linh hoạt, trẻ trung, đổi mới và sáng tạo.
* Văn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên.
* Tổ chức thường xuyên các hoạt động ngoại khóa, tạo điều kiện cho nhân viên gắn kết."
1904230,1,13th-month salary
1904230,2,"Participation in insurance, paid leave according to labor law
PVI Care Insurance"
1904230,15,Annual health check-up
1904329,1,"Competitive Income + insurance 
13th fixed salary  
KPIs Performance Bonus (1-3 months) + Salary review 1 time/year 
Full salary during probation period "
1904332,10,"Exciting activities throughout the year: Company anniversary, Team building, Active Saturday Off, Year End Party"
1904332,15,Rewarding remuneration structure that commensurate with your achievement and contribution
1904277,1,Competitive salary
1904277,2,"Social insurance, health insurance, and unemployment insurance benefits as per regulations."
1904277,4,Opportunities for professional development and training.
1904277,8,Phone allowance and other support benefits according to Company regulations.
1904277,10,"Harmonious and friendly working environment.
Chance to work with a team of experienced and dedicated professionals."
1904277,15,"Company culture that values teamwork, innovation, and customer service."
1904321,1,"13th month salary, performance bonus"
1904321,2,Premium healthcare insurance
1904323,1,"Mức lương hấp dẫn, không giới hạn theo kinh nghiệm."
1904323,2,Được Công ty đóng bảo hiểm đầy đủ;
1904323,10,"Được làm việc trong môi trường chuyên nghiệp, văn minh, hiện đại; cơ hội phát triển nghề nghiệp"
1904320,1,"Hỗ trợ ăn trưa, gửi xe, cung cấp máy tính"
1904320,2,"BHXH ngay khi chính thức, 12 ngày phép/năm"
1904319,1,"13th month salary, performance bonus"
1904319,2,Premium healthcare insurance
1904303,1,"Lương, thưởng cạnh tranh tương xứng với năng lực và kinh nghiệm làm việc."
1904303,2,Đóng bảo hiểm ngay từ 2 tháng thử việc và có BH sức khỏe vởi hạn mức cao
1904303,4,Được tham gia các chương trình đào tạo của Công ty.
1904303,15,"Làm việc trong môi trường chuyên nghiệp, năng động"
1904316,1,Performance bonus
1904316,2,Premium healthcare insurance
1904318,1,"Annual Increament, Annual Leave = 18days"
1904318,4,cơ hội đào tạo nước ngoài
1904315,1,"Competitive salary + bonus + 13th month salary,..."
1904315,3,"Paid leave is regulated under the Labor Code
New Year’s Day, Lunar New Year (Tet), Holiday ..... 
"
1904315,13,"Golden Gate Group offers cash coupons that can be used across all its subsidiary restaurant brands
"
1904314,10,"Experience various exciting activities throughout the year: Company anniversary, Team building, Active Saturday Off, Year End Party, etc."
1904312,1,"13th month salary, performance bonus"
1904312,2,Premium healthcare insurance
1904311,2,Gói bảo hiểm sức khỏe dành cho nhân viên & hỗ trợ cho người thân nhân viên
1904234,1,Thưởng
1904234,2,Chế độ BHXH theo quy định
1904234,4,Được tham gia các khóa đào tạo nâng cao trình độ
1904234,5,"Hưởng lương thưởng và các chế độ đãi ngộ hấp dẫn, cạnh tranh"
1904234,15,Lương: Thỏa thuận theo năng lực
1904301,1,"13th month salary, performance bonus"
1904301,2,Premium healthcare
1904307,1,Performance Bonus: Monthly bonuses based on business performance
1904307,3,"Salary: Ranges from 16 million to 35 million VND, depending on adaptability and experience"
1904307,4,Continuous Training: Opportunities to participate in regular company training and learning programs
1904307,5,Work at Research Centers: Opportunities to work at company research centers in various regions
1904307,15,Global Conference Participation: Opportunities to attend global conferences and events promoting sustainable agriculture
1904305,1,Performance Bonus: Monthly bonuses based on business performance
1904305,3,"Salary: Ranges from 16 million to 35 million VND, depending on adaptability and experience"
1904305,4,Continuous Training: Opportunities to participate in regular company training and learning programs
1904305,9,"Bright Path to Promotion: We provide a clear career progression framework that allows individuals to advance based on their performance, skills, and potential. We encourage and support employees in their pursuit of leadership roles within the company"
1904305,11,"Mentorship from the Founder: You will have the chance to learn from their expertise, gain insights into strategic decision-making, and develop the skills necessary to thrive in a leadership role."
1904305,15,Global Conference Participation: Opportunities to attend global conferences and events
1903684,15,"Salary & other aspects will be will be as per the candidates expertise, experience and abilities - this will be discussed with the candidate at the time of the interview. "
1904302,1,Annual performance bonus
1904302,2,Exclusive health insurance scheme
1904302,4,Continuous training programme
1904296,1,Thưởng tháng lương thứ 13 + kết quả làm việc
1904296,2,Thêm gói bảo hiểm sức khỏe
1904296,4,Cơ hội đào tạo trong nước & nước ngoài
1901481,1,"Chế độ phúc lợi, đãi ngộ hấp dẫn (thưởng ngày lễ, tết...)."
1901481,2,"Tham gia BHXH, BHYT, BHTN theo quy định của công ty và pháp luật Việt Nam."
1901481,3,"Nghỉ hai ngày thứ bảy, bốn ngày chủ nhật"
1901481,4,Được đào tạo theo chính sách của công ty.
1901481,15,"Môi trường văn hóa công ty tốt, có nhiều cơ hội phát triển nghề nghiệp."
1902412,15,"A mission-driven organization where your work contributes to shaping the future of education in Vietnam.
A strategic leadership role with visibility and impact across both Apollo English and Dragonfly Education Group.
A dynamic, entrepreneurial envir"
1901585,1,"Competitive + Bonus KPI
13th-month salary"
1901585,2,Participate in social insurance and health insurance when official contract
1901585,3,14 days of annual leave
1901585,4,13th month salary
1901585,12,Lunch at school
1901585,15,"Working in a friendly environment
The prescribed regime"
1902420,1,13th payment &amp; monthly bonus
1902420,2,Healthcare plan for you &amp; your family
1902420,3,18 leave days per year
1902304,1,Salary: Negotiate
1902304,2,"Pay social insurance, health insurance, and unemployment insurance from the state"
1902304,5,"Regime: filial piety, weddings, birthdays, vacations, health check-ups,... holiday bonuses according to Vietnamese law"
1902304,10,Enjoy other benefits according to company policy.
1899181,1,"Tháng Doanh thu
Thưởng Lễ/Tết
Thưởng Tháng 13
Tặng quà thâm niên/tặng quà các dịp sinh nhật/8-3..."
1899181,2,Định kỳ 01 năm khám sức khỏe 1 năm/lần
1899181,3,Kết thúc thử việc được tính nghỉ phép.
1899181,7,Máy tính laptop
1899181,9,Nước ngoài và trong nước
1899181,15,Mua hàng nội bộ với giá ưu đãi
1880549,1,"Lương thưởng cạnh tranh, dựa trên năng lực và kinh nghiệm.
Thưởng cuối năm. Nghỉ 2 ngày/tuần."
1880549,9,"Được hưởng đầy đủ các chế độ của công ty: teambuilding, du lịch…"
1880549,15,"Được làm việc trong môi trường trẻ, năng động, giao tiếp tiếng Trung nhiều sẽ giúp nâng cao trình độ"
1899095,1,"- Lương cạnh tranh + thưởng hoa hồng theo quý
- Môi trường làm việc trẻ trung, năng động
- Công ty cấp phát thiết bị đầy đủ 
- Cơ hội phát triển trong ngành thương mại điện tử, cơ hội thăng tiến trong công ty
- Team building định kì, thưởng doanh số"
1899160,1,"Lương và hoa hồng cao hàng đầu thị trường, lương tháng 13, thưởng KPIs hàng năm"
1899160,2,"Phụ cấp cơm trưa, điện thoại, đi lại, gửi xe, quà sinh nhật, du lịch trong và ngoài nước"
1899160,10,Bảo hiểm sức khỏe PVI cao cấp cho bản thân và gia đình & Bảo hiểm xã hội với gói lương 100%
1899087,1,13th month bonus and bonus according to the company's business performance
1899087,2,"Insurance, Travel, Healthcare, Training, Community activities, Travelling"
1899087,15,"Working in a professional, friendly and creative environment"
1881804,2,Insurance/Bảo Hiểm
1881804,3,Môi trường làm việc chuyên nghiệp/Professional Working Environment
1893325,1,Chế độ thưởng
1893325,2,"Chế độ bảo hiểm
Chăm sóc sức khỏe"
1893325,3,Nghỉ phép năm
1893325,4,Đào tạo
1893325,7,Laptop
1893325,9,"Du Lịch
Du lịch nước ngoài"
1893325,15,"Phụ cấp
Tăng lương
Công tác phí"
1885806,1,"Thu nhập cạnh tranh, từ 15 - 16 tháng lương/năm. Chế độ phúc lợi, thưởng Lễ - Tết hấp dẫn"
1885806,3,Bảo hiểm sức khỏe cho bản thân và gia đình
1885806,9,Du lịch trong và ngoài nước theo chính sách công ty
1885837,1,Thưởng
1885837,2,"Bảo hiểm sức khỏe cho bản thân
Bảo hiểm sức khỏe cho người thân"
1885837,3,Chế độ nghỉ phép
1885837,4,Đào tạo
1885837,7,Máy tính xách tay
1885837,9,"Du Lịch
Du lịch nước ngoài"
1885837,15,"Phụ cấp
Đồng phục
Tăng lương
Công tác phí"
1904288,1,Performance-based bonuses
1904288,2,Health insurance and social security benefits
1904288,4,Opportunities for professional development and continuous learning
1904288,10,Dynamic team culture with a focus on innovation and collaboration
1904288,15,Flexible working hours and a supportive work environment
1904213,4,Được hỗ trợ đào tạo
1904213,10,Môi trường làm việc chuyên nghiệp
1904213,15,"Chế độ lương, thưởng, BHXH theo quy định của pháp luật"
1904280,1,"Salary: Negotiable from 18,000,000 to 30,000,000 VND"
1904280,2,Insurance by law & other company welfare
1904280,11,"Transportation: The company provides 2 16-seater buses for pick-up from Hai Phong city. Candidates residing in Tien Lang, An Lao, Vinh Bao, and Hai Duong are preferred."
1904282,1,Lương tháng 13 + Year-end Performance Bonus + ESOP (tuỳ theo vị trí)
1904282,2,Chương trình chăm sóc sức khoẻ
1904282,3,Chế độ nghỉ phép năm
1904283,1,year-end
1904278,1,13 tháng lương + thưởng lễ tết; xét tăng lương hàng năm (2 lần/ năm)
1904278,2,"Bảo hiểm xã hội, BHYT theo quy định của Nhà nước
Gói bảo hiểm sức khỏe BSH
Khám sức khỏe định kỳ hàng năm"
1904278,10,"Du lịch hàng năm, team building hàng tháng/quý"
1904278,15,"Môi trường flat trẻ trung, thoải mái
Là một phần của dự án tiềm năng, thử thách nhưng không kém phần thú vị."
1904139,1,"Competitive salary and bonus, full salary social insurance, full probationary salary, lunch"
1904139,7,"Transportation, Laptop, Paid leave, Cang - tin"
