SkillId,SkillName
82531,Fixed Asset Management
1425,Inventory Transaction
1041402,Candidate Screening
1057766,HR & Admin
1000437,human rescources
1172113,Fluency English Speaking
12921,Multimedia Design
177395,Adobe
1015352,Cultural sensitivities
485119,Recruitment Consulting
648716,Cải Tiến Năng Lực Sản Xuất
442663,Purchasing SAP Master
896779,Đánh Giá Nhân Sự
345077,Fit Out
515446,Construction Planning
1083653,Fp&A
26711,Project Finance
1121089,Accounting & Finance
1010413,Human resource
27857,Tool Maker
249520,Cơ Khí Chính Xác
725637,Mould Development
1201653,Hiểu Biết Về Fintech
26962,Quan Hệ Công Chúng
462015,Customs Compliance
1021280,Marketing & Brand Building
19661,Fund Management
6291,Cash Management
735512,Forecasting Report
768901,Điều Hành Chuỗi Bán Lẻ
328213,Quản Lý Cửa Hàng Bán Lẻ
98678,Investment Portfolio
1083790,Wealth Management
100163,Apparel Sourcing
1018880,Textile/Apparel Engineering
352638,Apparel Management
444075,Textile Merchandising
647794,Apparel Production
448387,Lab Control
4706,Quản Lý Khu Vực
415395,Theo Dõi Ngân Sách
991588,Troubleshooting Skills
353106,Price Control
113958,Cost Transparency
1007131,Price Benchmarking
1011260,SEO strategy
56591,Chụp Hình
1013256,Sử dụng vi tính văn phòng
3780,Hỗ Trợ Kinh Doanh
1023626,Employees Relations
1066590,Kinh Doanh Logistics
1050968,Kế toán - Kiểm toán
911623,Blockchain
332164,Luật Thuế GTGT
429419,Quản Lý Hóa Đơn
101508,Guest Service Management
319034,Quản Lý Trợ Giảng
1634,Hotel Management
1072233,Website Analysis Tools
396908,Dispute Settlement
349,Customer Orientation
91,Kiểm Soát Quy Trình
707381,Tinh Thần Tập Thể
737366,PPC Advertising
1022230,Meta ads
1080273,Tài Liệu Thử Nghiệm
118989,Survey Management
127670,Sales Export Management
1004408,Kế Toán Trưởng
1013359,Kiểm tra hóa đơn
1160888,Kiểm tra hóa đơn
1171060,Kiểm tra hóa đơn
741741,Văn Thư Hành Chính
782,Văn Thư Lưu Trữ
1038532,Video Creation
568741,Sourcing Analysis
1035663,Data Entry Accuracy
1005323,Contract Drafting
1013975,Contract Drafting
766955,Legal Risk Management
116461,Kỹ Thuật Ban Quản Lý Tòa Nhà
284574,Kinh Doanh Dược
676821,Giải Pháp Cải Tiến
375651,Color System
167330,Color Analysis
1012557,協調能力
1017757,沟通技巧
1054368,Chemistry Laboratory
1028557,Chromatography expertise
1068517,Gcms
439456,Hệ Thống CMS
144142,Access Control System
163235,ICT Infrastructure
1078633,Wind Turbine Projects
2733,Digital Advertising
152075,Backup System
1065891,Documentation Skills
720593,Tư Duy Linh Hoạt
145656,Xử Lý Thông Tin
1190887,Brightpearl & Asana Software
1014292,ChatGPT
1054546,SQL Prompt
1109680,SỬ DỤNG CÔNG CỤ AI
162451,Programning Languages
1038654,Automotive software development
673631,Báo Cáo Kiểm Kê
132899,Quản Lý Kiểm Soát Hàng Hóa Hàng Tồn
6226,Tư Vấn Kế Toán
787606,Quản Lý Điều Hành Xây Dựng
636659,Corporate Relations
542045,Class Management
99736,Student Discipline
62393,Psychology Understanding
1034309,Kế toán tài sản
1045202,Quản lý tài sản cố định
1024621,Asset control knowledge
201189,Quản Lý Các Nguồn Lực
519830,Quản Lý Thông Tin Nhân Sự
912582,Training Evaluation
1022198,Truyền Thông
1075637,Ads Tool
995955,Resilience
2127,Công Trình Giao Thông
840702,Construction Schedule
928045,DCS
1075487,Đầu Tư Bất Động Sản
1012334,Nghiên Cứu và Phân Tích Dữ Liệu
355665,Tài Chính Thương Mại
1107247,Business Development & Management
1025911,FMCG sales experience
13435,Thiết Kế Khuôn Mẫu
595936,Thiết Kế NX
480432,Cơ Điện Dân Dụng
606182,Thi Công Nhà Cao Tầng
1024529,Giao tiếp Tiếng Anh
1059177,Sale & Communication skills
1069029,"Bao bì, nhãn mác sản phẩm"
1005933,Sáng Tạo & Linh Hoạt
780168,Nghiên Cứu Năng Lượng Tái Tạo
1258,Kĩ Thuật Cơ Khí
742823,Kĩ Thuật Sản Phẩm
698492,Health Environment
20742,Digital
113470,Tenancy Management
67363,Site Development
1096825,Phúc Lợi
1072445,Documentation Skills
1099433,Documentation Skills
1020304,SEO/SEM
75001,Document Preparation
1084420,Logistics Operations
1095882,Logistics Operations
667014,Quản Lý Đội Ngũ Marketing
1123358,Sales Functions Knowledge
63188,Budget Planning
1077983,Ga4
118034,User Mind Analysis
725020,Khai Thác Nội Dung
1113593,Tư Duy Kể Chuyện
1186009,Project-Based Experience
1335,Hệ Thống Thông Tin
196942,Kế Toán Hành Chính
4657,Kế Toán Lương
1033354,Kiểm Toán Nhân Sự
989352,Kế toán công nợ
1946,Bán Hàng Dược Phẩm
912219,Customer Loyalty
1031535,Brand Communication Development
1147644,Branding POSM
1025905,Brand Quality
148138,Chấm Công
1009161,Kĩ Năng Văn Phòng
742864,Strategic Negotiation
32791,Brand Building
22180,Consumer Marketing
1225,Field Sales
1184728,Data Partnership
1010708,Consumer insights
193823,Retail Innovation
1044603,Corporate Communications
1040251,Marketing Campaigns
1047859,Marketing Campaigns
1049527,Marketing Campaigns
1070507,Marketing Campaigns
144662,PR Communication
705911,Proactivity
109510,Giao Nhận Xuất Nhập Khâu
606371,Bill Of Materials
1085323,BOM Management
812999,MBOM
989377,Research skills
173161,Store Leasing
334192,Retail Store Operations
535103,HR Engagement
102326,Project Documentation
365261,Chứng Từ Hàng Hóa
466660,Điều Phối Đơn Hàng
131742,An Toàn Vệ Sinh Môi Trường
596586,NGO Field
84263,Wildlife Management
191657,Bảo Vệ Tài Nguyên
1195,3D Modeling
716994,Kỹ Thuật Cơ Khí Xây Dựng
921522,Rendering
16669,Thiết Kế Thương Hiệu
746193,Giáo Dục Kỹ Năng
1020231,Express
29631,Administrative Management
1031351,Express
80156,International Trade Law
1074234,Kiến Thức Thương Mại Quốc Tế
1083471,Thẩm định pháp lý
1010293,Team Management Skills
937897,Điều Phối Vận Hành
754423,Plastics Design
24847,Sinh Học Phân Tử
12241,Stock Control
923468,Concrete
989493,Responsibility
35794,Giao Nhận Vận Tải
1181164,Giám sát & vận hành
8797,Bảo Hiểm Xã Hội
1608,Khai Thuế
13858,Kỹ Thuật Công Trình
1017413,Vẽ Biện Pháp Thi Công
719774,Đánh Giá Mặt Bằng
46406,Kĩ Thuật Công Trình Xây Dựng
236618,Xây Dựng Thủy Lợi
1016853,Kiểm Toán Chất Lượng
39058,Lập Báo Cáo Kiểm Toán
404482,Sales Cước Vận Tải Quốc Tế
994223,Maintenace
722836,Quản Lý Sales
1006167,Giao tiếp tiếng Trung
1021020,Năng lượng tái tạo
1014355,Kiểm kho
997079,thủ kho
146060,Giám Sát Kho
1033370,thủ kho
1122567,thủ kho
1023351,BIM modeling
914006,Vận Hành Hệ Thống Mạng
1174277,Sales Proposals
769238,Thương Lượng Hợp Đồng
340435,Báo Cáo Tổng Hợp
21457,Phỏng Vấn Tuyển Dụng
1067970,Pháp Lý Về Hợp Đồng
1605,Khai Thác Nguồn Lao Động
1037239,Kinh doanh thương mại
13151,Vận Tải Biển
1117384,Giao dịch thương mại quốc tế
1219245,Giao dịch thương mại quốc tế
1122814,Kinh doanh thương mại
1127804,Kinh doanh thương mại
143301,Kinh Doanh Hàng Tiêu Dùng
357118,Chế Tạo Khuôn
8587,Equipment Testing
1204003,Production Proficiency
763782,Đầu Tư Phát Triển Dự Án
127107,Quản Lý Chất Lượng Kỹ Thuật Xây Dựng
1010986,Ability to Communicate
100442,Easily Adaptable
33306,Proactive Review
1011499,Banking products knowledge
783975,Payment Technology
1156812,Tư vấn pháp lý dự án
614217,Phân Tích Tư Duy
1001367,Phối hợp làm việc nhóm
1015196,Phối hợp làm việc nhóm
918820,Lucidchart
1195367,Tổ chức truyền thông
98783,Agency Relationship Management
818677,Clients Networking
135597,Customer Centric Solution
1114761,Sales Process Knowledge
733143,Self Planning
1013493,Deep Learning
1014232,Deep Learning
911958,Fashion Retail
518763,Brewing
1054517,Pricing negotiation
1068192,Pricing negotiation
1020792,Documentation
1021162,Documentation
163501,Office Support
37040,Cố Vấn Dịch Vụ Ô Tô
477591,Lending Product Control
117860,Unsecured Loans
898869,Digital Innovation
1088104,P&L
128508,ISO System
696463,Quản Lý Chất Lượng Nhà Máy
764486,Quản Lý Dự Án MEP
1012347,AR
75328,ICT
667013,Quản Lý Đội Ngũ Kinh Doanh
387369,Chất Lượng Linh Kiện
721389,Quản Trị Nội Bộ
37979,Hạ Tầng Đô Thị
991942,Kỹ Thuật Hiện Trường
4413,Dịch Vụ Y Tế
1071635,Khoa Học Dữ Liệu
221580,An Toàn Điện
1231498,Báo Cáo Sửa Chữa
1091143,Store Operations
831383,An Toàn Hoá Chất
617778,CAM
119607,Gia Công Khuôn
361445,Tách Điện Cực
1146110,Vận tải đường biển
1083682,Đánh Giá Độc Lập
1178987,Tuân Thủ Quy Định
710589,Data-Driven
2665,Thi Công Nội Thất
1075672,Garment Production Planning
610863,Máy Tiện Cơ
6976,Dựng Phim
6499,Phim Ảnh
637341,SAP WM Module
1095296,Sap Ewm Expertise
1044423,Warehouse Operations
1049043,Warehouse Operations
1085303,Warehouse Operations
1231483,Basic Power Bi
14102,SAP ABAP
806614,Solidworks PDM
585851,Workflow Automation
635614,Quản Lý Công Nhân
845051,Quản Lý Vệ Sinh
3723,Thiết Bị Vệ Sinh
409618,Thiết Bị Vệ Sinh Công Nghiệp
4204,Vệ Sinh Công Nghiệp
623099,Tư Vấn Giám Sát Điện
775986,Công Trình Điện
80049,Weaving
438356,Architecture Drafting
24492,Endpoint Security
354190,Hệ Thống Bảo Mật
720813,Khoa Học Môi Trường
346177,Community Service
1158378,Chỉ Huy Dự Án
1022908,Kinh Nghiệm Nội Thất
182358,Paperwork Handling
1012658,Báo cáo
108566,Securities Core System
442713,Bug Management
77054,Stock Exchange
996821,Ai
1011196,Kiến Thức Về Vật Liệu
281847,Dự Toán Ngân Sách
1003991,FreeRTOS
1038353,FreeRTOS
1083418,FreeRTOS
476456,Recruitment Management
1074195,Nhập Liệu Chứng Từ
1018096,Hành chính văn phòng
16476,Computer Vision
139507,Algorithm
795,Freight
53366,Training Management
1012582,Quản Lý Chất Lượng Nước Thải
1039918,Advertising Sales
754569,Quản Lý Hệ Thống PCCC
401909,Quản Lý Thi Công Cơ Điện
378980,Land Clearance
917541,Land Acquisition
489263,Land Law
176196,Trắc Địa Công Trình
337008,Sampling Plan
995532,Định Phí Bảo Hiểm
639076,Underwriting Analytics
606126,Hospitality Business
96507,Machinery Diagnostics
940029,Mockup
1011229,Detail Oriented Mindset
1098329,Project Administration
1113030,Project Administration
934984,OQC
1026255,7QC
440772,Kiến Trúc 3D
17782,Phối Cảnh 3D
1026980,Kế toán viên
1010152,Amazon FBA
1032461,E-Commerce Management
535130,Cho Vay Tiêu Dùng
1013443,Kiến thức thị trường
437753,Quản Trị Hàng Hóa
647797,Xét Nghiệm Y Tế
75793,Health Insurance
206835,Làm Dự Án
638202,Thiết Kế Pattern
117921,Optitex
438323,Định Mức Nguyên Liệu
332278,Industrial Refrigeration
252179,Thermal System Design
1092935, CSWIP 3.1
1092947,Painting Inspection
343181,Thiết Lập Chiến Lược
1184200,Khai thác mỏ lộ thiên
1184194,Kỹ thuật khai thác mỏ
1028338,SEO Research
648121,POS Business Development
744458,Monitor Card Transactions
407859,Merchant Development
196,Card Risk Management
641450,ATM Transaction
999591,Tổ chức thực hiện
191765,Kết Nối Khách Hàng
729516,Khoan Dầu Khí Biển
677650,Lắp Đặt Hạ Tầng
1048010,Kinh Nghiệm Phòng Lab
86472,IT Risk Management
197560,Hóa Chất Thí Nghiệm
1050417,Kỹ Năng Xây Dựng Mối Quan Hệ
407641,Lập Báo Cáo Kinh Doanh
931536,RBA Audit
397226,CSR Audit
114009,Sales Funnel Optimization
1014506,Chỉnh sửa Canva
1075463,Kỹ Năng Viết Nội Dung
24242,Trạm Biến Áp
1010995,Kỹ năng văn phòng
1027215,Kỹ năng văn phòng
1030223,Kỹ năng văn phòng
1033754,Kỹ năng văn phòng
1034500,Kỹ năng văn phòng
1040346,Kỹ năng văn phòng
991852,Thương lượng
600375,Đọc Bản Vẽ Cơ Điện
1100124,Operation Of 110Kv Substation
102442,Electrical Maintenance
430965,Vận Hành Bảo Trì
11478,Penetration Testing
266175,Secure Coding
1112638,An Ninh Ứng Dụng
11475,Incident Response
263955,IT Monitoring
730137,Threat Hunting
990677,K8s
1112746,Solarwinds
444834,Splunk
457623,Talent Recruitment
1003916,Mechanical and Electrical
134294,Machine Control
1012270,CICD
1112174,CICD
1003824,Gitlab
1014488,Gitlab
100207,Quality Certification
613630,Real Estate Contracting
1174647,Inhouse Lawyer Experience
772423,Quản Trị Tiến Độ
142088,Xây Dựng Mục Tiêu
675975,Lưu Trình Sản Xuất
696459,Phần Mềm Thiết Kế Rập
6864,Rập Sơ Đồ
1098615,Sap Proficiency
1010735,Kỹ năng quản lý
1011002,Kỹ năng quản lý
1026033,Kỹ năng quản lý
1026703,Kỹ năng quản lý
988034,Kỹ năng quản lý nhân sự
1028754,Kỹ năng quản lý nhân sự
467174,Công Trình Hóa Chất
723911,Hóa Chất Đặc Biệt
913421,Kiểm Soát Tài Liệu
1070836,Kinh Nghiệm Làm Việc Với Khách Hàng
151376,Supply Chain Development
100767,Supply Operation
703485,EdTech
117845,Mass Communication
6992,Journalism
353090,Giao Nhận Kho Vận
681568,Negotiation Techniques
346586,Technical Garment
24845,Export Shipment
190585,Hướng Dẫn Du Lịch
80044,Physical Chemistry
116496,Tư Duy
190515,Marketing Concept
1074682,Tinh Thần Đồng Đội
33255,Thu Mua Nguyên Liệu Gỗ
1012292,Chịu trách nhiệm
1041607,Chịu trách nhiệm
100798,Marketing Event Planning
1123636,Event Budget Planning
1004202,Negotiations
742777,Operation F&B
911381,Dynatrace
356243,Business Operation Analysis
98573,Strategy Implementation
989035,Sắp xếp hàng hóa
718439,Kỹ Thuật In
811627,Adobe After Effects
1017438,Video Graphics
38330,Academic Management
988781,Xử lý vấn đề
1024995,Chuỗi cung ứng
719016,Thu Mua Hàng Hóa
1021683,Học Hỏi Nhanh
1230490,Thủ Tục Taxi Công Nghệ
1230491,Tư Duy Nhanh Nhẹn
618792,Chemical Processing
1031961,Material mechanics
719560,Xử Lý Bề Mặt
139684,MEPF
38747,Đánh Giá Hồ Sơ Thầu
987739,presentation
81299,Environmental Law
20364,Investment Law
919986,Contract Law
1014906,Chủ động học hỏi
349551,Sản Xuất Bản Mạch
668884,Kiểm Tra Chất Lượng Linh Kiện
435379,Application Engineering
460420,Relational Database Design
1101764,Outsystems Platform
1105133,Agile Methods
18128,Làm Hồ Sơ Đăng Ký Thuốc
707730,Tỉ Mỉ Cẩn Trọng
994772,Tinh Thần Trách Nhiệm
1013649,Tinh Thần Trách Nhiệm
989556,Keyword Research
538,Link Building
3663,Landing Page
37631,Hỗ Trợ Tín Dụng
158683,ISO 31000
621169,Sửa Chữa Hệ Thống
731590,Kế Hoạch Bảo Dưỡng
1029739,Kiểm Tra Bảo Trì
858597,Mô Phỏng 3D
119581,Tài Nguyên Môi Trường
914682,Thiết Kế Giải Pháp
1006969,kỹ năng ppt
1049956,Sử Dụng Word
1018127,Mạng máy tính
769203,Quản Lý Dự Án Cảnh Quan
676766,Sản Xuất Thử Nghiệm
1202584,Banca Management
1013314,Ngoại hình ưa nhìn
1202169,Painting Quality Inspections
351760,Surface Treatment
198619,General Engineering
917846,RFI
113561,SmartSketch
171682,Indirect Tax
1048100,Sap Sd
75165,Spanish
4769,French Speaking
1012675,Quy Định Pháp Luật
1075798,Du Học
738553,Thông Thạo Tiếng Hàn
1093,Xuất Khẩu Lao Động
2495,HSSE
1157637,Chứng Chỉ An Toàn Nhóm 2
812387,Marketing Analyze
928273,Fabric Technology
635999,Fabric Analysis
1157362,Triển khai 2D
995082,Triển khai
108368,Theo Dõi Thu Chi Nội Bộ
298065,Quản Lý Thu Chi
1087809,Excel Cơ Bản
1044210,Hiểu Biết Về Ngành Thực Phẩm
45713,Event Design
1033176,Dược Sĩ Đại Học
1024639,Quản Lý Chiến Dịch Quảng Cáo
1056269,ECUS5
738755,Làm Báo Giá Hợp Đồng
1027873,Soạn thảo công văn
1050393,Soạn thảo công văn
1100354,Soạn thảo công văn
1104092,Soạn thảo công văn
1118447,Soạn thảo công văn
75580,Nursing
1012411,hóa học
413616,Medical Qualification
624910,System Innovation
10145,Sketching
920243,Furniture Design
600409,System Security Management
1202050,Kiểm Tra Nguyên Liệu
33919,Quản Lý Công Việc
586489,Chế Tạo Khuôn Nhựa
606117,Lắp Ráp Linh Kiện Nhựa
330153,Linh Kiện Khuôn Mẫu
57026,Thiết Kế Khuôn
1032339,SMT experience
425427,Chuyển Phát
11026,Vận Chuyển
113971,Safety Improvement
146012,Tiếng Anh Nâng Cao
357096,Cross Border Trucking
433859,Freight Forwarding Sales
917500,Quản Lý Rủi Ro Thanh Khoản
191018,Kinh Doanh Trái Phiếu
349258,Hồ Sơ Pháp Lý
1038659,Thiết kế công trình thủy
30157,Plaxis
656063,Thi Công Cảng Biển
1067880,Hỗ Trợ Giáo Viên
1085339,Tax Advisory
165689,Tax Calculation
1118705,Microsoft Apps
1126684,Microsoft Apps
1005326,Kiến trúc
16928,Free Trade Agreement
1202288,Customs Valuation
1202289,Goods’ Origin
492547,Thiết Kế CNC
34453,Stress Management
756872,Sửa Chữa Khắc Phục
12908,Thiết Kế Hệ Thống Điện
910438,Thiết Bị Điện Tử
697992,Financial Product
1016822,Unity Ads
1054968,Receivable Accounting
895415,Giám Sát Tín Dụng
906431,Animal Welfare
1169732,Large Carnivore Experience
1033915,Vệ Sinh Thiết Bị
1202072,Phân Tích Cae
541459,Phần Mềm 2D
628274,Phần Mềm 3D
743940,Bóc Tách Bản Vẽ Thiết Kế
468718,Japanese Reading
31289,Manage ERP Software
706103,Technical Document Translation
1202158,Bicycle Industry Knowledge
988890,B2B & B2C skills
1016284,Algorithms
1039264,Algorithms
1031794,Real Estate Law
1074701,Project Legal Analysis
174905,Construction Law
4422,Government Relation
479471,Topik 4
988652,Kỹ năng Lãnh đạo
1129447,Communication and negotiation skills
1130936,Communication and negotiation skills
1133903,Communication and negotiation skills
743306,Kỹ Thuật CNC
16450,Cisco Technology
35804,Detailed Network Design
75909,MPLS
22418,Big Data Analysis
1066278,Kỹ Năng Lập Mục Tiêu
1044180,Kỹ Năng Lập Báo Cáo
342690,Hành Chính Tuyển Dụng
654107,Thiết Kế Kết Cấu Nhà Xưởng
17528,Kết Cấu Công Trình
28137,Kết Cấu Xây Dựng
922695,Functional Food
919348,Pharmaceutical Microbiology
1019759,Tiếng Trung 4 kỹ năng
997968,Tiếng anh cơ bản
1013742,Tiếng anh cơ bản
1015958,Tiếng anh cơ bản
1021632,Tiếng anh cơ bản
95383,Financial Literacy
1229900,Oil Logistics Experience
438229,Recruitment Tasks
1030910,Water Treatment Systems
100149,Pipeline Construction
90941,Sales Channel Development
479248,Sales Product Training
907646,Marketing Product
121278,Tổ Chức Hội Thảo
7029,Điện Công Trình
926541,Digital Design
597629,Báo Giá Hệ Thống Điện
109066,Manufacturing Products
157972,Teaching Experience
41520,English Teaching
783505,Giám Sát Kênh Phân Phối
1058838,Xử lý sự cố kỹ thuật
1085343,Xử lý sự cố kỹ thuật
1225727,Iatf 16949 Knowledge
856364,Canva Design
1083987,Mạng máy tính
1101255,Mạng máy tính
924234,Phần Cứng Mạng
1083338,Phân Tích Sự Cố
1017592,Pilates class teaching
1003614,Trợ Lý Hành Chính
672026,Thủ Tục Kế Toán
15438,Tư Duy Hệ Thống
1044853,SEO Tools
615847,Nghiên Cứu Từ Khóa
1087034,SEO Tools
1114870,SEO Tools
1229861,Insect Farming
29305,Marketing Admin
1117674,Canva & Capcut
1147956,Canva & Capcut
1156259,Canva & Capcut
1167874,Canva & Capcut
703638,Vendor Service Management
1046146,Supplier Qualification
996651,điện - điện tử
1027810,Đi Công Tác Nước Ngoài
1019235,Kỹ sư M&E
20049,Content Strategy
1056773,Quản lý vận chuyển
445214,ECUS5VNACCS
1106394,Xử lí lô hàng
1023743,Contracts Management
362234,Shipping Documents
1018348,Phân bón
416858,Financial Forecast
474377,Logistics Training
1072163,Sales Marketing
1098384,Sales Marketing
1177516,Kinh Nghiệm Amazon
1163892,Tax Analyst
635990,Fabric Merchandising
991457,Planning skills
738680,Internet Technologies
436597,Kiểm Toán Năng Lượng
660829,Đo Đạc Khảo Sát
1139613,GAAP accounting
1010126,Tax reporting
1006636,Internal Controls
932317,Cài Đặt Phần Mềm
443725,Hệ Thống MES
549220,Quản Trị Hệ Thống ERP
75059,ASP.NET
643494,Hợp Tác Kinh Tế
399840,Fabric Production
9632,Vietnamese Speaking
1045804,Accounting Operations
408477,Báo Cáo Giám Sát Sản Xuất
676800,Nhận Đơn Đặt Hàng
100437,Training Program Design
74497,Quan Hệ Đối Ngoại
1059003,An toàn vệ sinh lao động
1079479,An toàn vệ sinh lao động
1094123,An toàn vệ sinh lao động
844154,Garment Dyeing
1098435,Chủ Động Tương Tác
1025739,Tư Duy Nhanh Nhạy
1133890,Xử Lý Vấn Đề Linh Hoạt
1012239,Tư Vấn Thiết Kế Xây Dựng
565578,Kiểm Tra Bản Vẽ Thiết Kế
647003,Garment Technician
492615,Gament Technician
16981,Aviation
1003716,Hiện trường
699070,Product Introduction
1036937,Delivery Management
184928,Banking Transformation
3077,Quản Lý Mua Hàng
775966,Giám Sát Tồn Kho
831328,Thu Mua Linh Kiện Cơ Khí
1018227,Bảo Quản Nguyên Vật Liệu
1029264,Kiểm Soát Hàng Tồn Kho
676676,Xác Định Mức Tồn Kho
193026,Xuất Nhập Tồn Kho
993654,Duy Trì Mối Quan Hệ
48336,Quan Hệ Quốc Tế
1043182,AI research
76705,NLP
1128184,Machine Learning Frameworks
56158,Chỉnh Sửa Hình Ảnh
393745,Chế Biến Nông Sản
432441,Chế Biến Thức Ăn Thủy Sản
1026923,Vẽ Kỹ Thuật Trên Máy Tính
1018313,SEO website
640145,Detailed Attention
1074115,Honest And Trustworthy
1061280,Quality Control & Assurance
99852,Baby Product
123259,Giải Phóng Mặt Bằng
483916,Quy Hoạch Mặt Bằng
36428,Quy Hoạch Thiết Kế
697066,Điện Nước Dân Dụng
437440,Kinh Doanh Điện Công Nghiệp
337622,Điện Mặt Trời
655686,Chỉnh Máy Nhựa
641287,Tự Động Hóa Sản Xuất
1158028,Lập trình tự động
1007463,Hóa
111098,Quản Lý Hồ Sơ Thầu
772004,Payment Control
696073,Quảng Cáo Thương Hiệu
17091,HR Admin
91250,Operational Process Analysis
128115,Tooling Design
1011823,Fashion Industry Experience
1087877,Order Fulfillment Processes
122906,Order Management System
911215,Order Processing
1822,Lễ Tân
729940,Thời Trang Thể Thao
472109,Bảo Trì Nhà Máy
1077881,Payroll Calculation
331067,Commercial Negotiation
596191,Client Delivery
43982,Technical Design
767692,Thiết Kế Hệ Thống Năng Lượng Mặt Trời
1229678,内部审核
171765,Review Contract
1068515,Admissions Process
1229660,Quan Hệ Đối Tác Ô Tô
694777,Kỹ Thuật Máy Biến Áp
916489,IQC
720546,Hoạch Toán Doanh Thu
623143,Administrative Expenses
1026433,Costing management
414748,Chứng Từ Hóa Đơn
434687,Fabric Consumption
1068340,Auditing Standards
474369,Labor Law Compliance
24767,Social Compliance Auditing
102273,Creo Parametric
21506,Quản Trị Ngân Hàng
71558,Piping Installation
778715,Phân Tích Kiến Trúc
1229613,Cấp Nước
136014,Thi Công Cơ Điện
31876,Lập Dự Án Đầu Tư
695052,Thực Hiện Thủ Tục
807630,Đấu Giá Dự Án
1229496,Giao Tiếp Đa Văn Hóa
1133559,3DMAX-VRAY
1021790,Capex management
1070835,Kỹ Năng Ra Quyết Định
108891,Kỹ Thuật Nông Nghiệp
8215,Nông Học
970774,Nông Nghiệp Trồng Trọt
382751,Industrial Real Estate
994118,Process Simulation
1095908,Analysis
675271,Giám Sát Điều Hành
48323,Luật Dân Sự
1042666,Thị Trường F&B
722058,Huấn Luyện Nhân Viên
28091,Thương Thuyết
110907,New Product Introduction
1013987,Interpreting
419056,GSD Practitioner
1016942,Revit & Auto CAD
655895,Payroll Accounting
110318,People Development
1045200,HSK4
1018574,Client management
1010773,Accounting Software Proficiency
676647,Đảm Bảo Tiến Độ Dự Án
681309,Ứng Dụng Công Nghệ Số
359456,Chứng Từ Nhập Khẩu
536681,Mua Vật Tư Hàng Hóa
1018950,KCS
420890,Hệ Thống Kho Lạnh
415774,Tổ Chức Tiệc Cưới
1013762,Purchasing
1019632,Purchasing
1021407,Purchasing
737095,Food Formulation
1229464,R&D In Shrimp Feed
702270,Thiết Kế 3Ds Max
11049,Render Vray
2184,Chế Biến Công Nghiệp
412945,Máy Móc Công Nghệ
1071757,Banking/Securities
74979,PowerPoint
1014607,SEO Optimization
1156755,Google Keywords
29366,Requirement Analysis
99809,Resource Modelling
108201,Quản Lý Vận Hành Kỹ Thuật
1022906,MEP Engineering
141830,Lắp Ráp Máy Móc
1110637,Kinh Nghiệm Tài Xế Riêng
1073507,Resilience And Persistence
487053,Kế Hoạch Giao Hàng
307326,Điều Phối Giao Hàng
1193402,Công Nghệ Cloud
778902,Quản Lý Kinh Doanh Chuỗi
1980,Kế Hoạch Dự Án
325845,Food Product Development
1014356,Đóng gói hàng hóa
1134146,Am Hiểu Về Các Công Nghệ Số Hóa Và Tối Ưu Hóa Quy Trình
1018310,Tối ưu hóa hệ thống
111219,Part Procurement
460,Xây Dựng Công Nghiệp
724759,Cơ Khí Bảo Trì
156455,Quản Trị Danh Mục
1070201,Kỹ Thuật Pccc
920586,Service Operations
711860,Doanh Nghiệp Chế Xuất EPE
912540,Functional Testing
1012269,ISTQB
697369,Triển Khai Kiến Trúc
420970,Công Trình Kiến Trúc
934484,Cloud Data
55174,Construction Engineering
164153,Health Law
91421,OHSAS 18001
744767,Điều Dưỡng
388065,Professional Communication
1138530,Customer Care & Client Services
25353,Hồ Sơ Đấu Thầu
920535,Molding
109602,Systems Administration
320588,Công Nghệ Sợi
189607,Bán Hàng Dệt May
98653,Oil and Gas Industry
121498,Pattern Grading
736185,CLO 3D
102201,Welding Inspection
1157248,Kỹ thuật Viễn thông
1163722,Booking KOLs
1108804,Creator Management
1110468,Creator Management
1183083,Creator Management
997371,Influencer Marketing
1035257,Influencer Marketing
1068156,Influencer Marketing
1075187,Influencer Marketing
1166465,KOC Booking
1192933,Kol Relationship Management
902273,Quyết Toán Công Trình
1078673,Ghi Biên Bản Cuộc Họp
145010,Dự Toán Dự Thầu
1070969,Video Editor
1081661,Video Editor
1104957,Video Editor
1139083,Video Editor
1010633,Tax Reporting
184230,Checking Payment
1164960,Dart Programming
1033311,Flutter Framework
1040019,Chinese (basic communication)
1014505,Kênh mạng xã hội
584674,An Toàn Sức Khỏe
159495,Bán Hàng Cao Cấp
27430,Bảo Trì Hệ Thống Máy Tính
1024344,MS Windows
1081521,MS Windows
371337,Quản Lý Máy Chủ
98562,Virus Removal
998917,Sử dụng vi tính Văn Phòng
988643,Thái độ tích cực
1020694,Du lịch
413233,Tính Toán Kết Cấu
683963,Kiểm Tra Kết Cấu
1014233,doanh nghiệp
1019639,Xây dựng mạng lưới
1179335,Giảm Thiểu Rủi Ro
1051471,Điều hành nhân viên
461686,Immigration Program
932911,Making Payroll
899412,Innovation Management
1175942,MEP Systems
916004,Hệ Thống Điện Nhà Máy
18853,Bảo Trì Cơ Khí
411333,Thiết Bị An Ninh Giám Sát
1176320,Bctc
756417,Quản Lý Kho Phân Phối
1045032,Kinh Nghiệm Fmcg
937619,Đo Thị Trường
934485,Cloud Infrastructure
989719,Kỹ năng máy tính
1028441,Kỹ năng máy tính
153198,Vietnamese Accounting Standards
